StoryID,SentenceID,tagged_text
19,29,"[('Sedek', 'Noun'), ('kalangen', 'Noun'), ('saget', 'Part'), ('tepukina', 'Verb'), ('anak', 'Noun'), ('luih', 'Part'), ('jegeg', 'Adj'), ('mapanganggo', 'Part'), ('sarwa', 'Noun'), ('putih', 'Adj'), ('lung', 'Part'), ('tur', 'Prep'), ('makenyah', 'Noun')]"
19,30,"[('Manis', 'Pronoun'), ('pesan', 'Adj'), ('kenyem', 'Verb'), ('anake', 'Noun'), ('luh', 'Noun'), ('ento', 'Pronoun')]"
19,31,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('bengong', 'Part'), ('kalangen', 'Verb'), ('maningalin', 'Noun')]"
19,32,"[('Anake', 'Pronoun'), ('luh', 'Noun'), ('jegeg', 'Adj'), ('ento', 'Pronoun'), ('majalan', 'Verb'), ('maakin', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Noun'), ('geluta', 'Noun')]"
19,33,"[('Miik', 'Noun'), ('ngalub', 'Part'), ('bon', 'Noun'), ('awake', 'Part'), ('luh', 'Noun'), ('ento', 'Prep'), ('makada', 'Noun'), ('ngulayang', 'Part'), ('angen', 'Verb'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,34,"[('Suud', 'Noun'), ('keto', 'Noun'), ('anak', 'Noun'), ('luh', 'Noun'), ('jegeg', 'Adj'), ('ilang', 'Adj'), ('dadi', 'Verb'), ('kakupu', 'Noun'), ('putih', 'Adj'), ('makeber', 'Adj'), ('ngiterin', 'Verb'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,35,"[('Tusing', 'Adj'), ('kerasa', 'Verb'), ('galahe', 'Noun'), ('majalan', 'Verb'), ('saget', 'Noun'), ('suba', 'Adj'), ('semengan', 'Adj')]"
19,36,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('usap-usap', 'Part'), ('bangun', 'Verb'), ('sada', 'Noun'), ('bengong', 'Part'), ('mengenehang', 'Verb'), ('unduk', 'Noun'), ('ipiane', 'Part'), ('ento', 'Pronoun')]"
19,37,"[('Tumben', 'Noun'), ('jani', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('marasa', 'Part'), ('liang', 'Noun'), ('kenehne', 'Part'), ('tur', 'Prep'), ('awakne', 'Verb'), ('marasa', 'Noun'), ('seger', 'Noun')]"
19,38,"[('Yening', 'Prep'), ('ibi', 'Noun'), ('puane', 'Part'), ('sabilang', 'Verb'), ('semengan', 'Noun'), ('mara', 'Prep'), ('bangun', 'Noun'), ('uli', 'Prep'), ('pulesne', 'Noun'), ('jet', 'Pronoun'), ('setata', 'Verb'), ('ia', 'Pronoun'), ('nyakitang', 'Verb'), ('awak', 'Noun'), ('tur', 'Prep'), ('bayune', 'Verb'), ('oon', 'Noun')]"
19,39,"[('Jani', 'Adj'), ('unduke', 'Verb'), ('malenan', 'Noun')]"
19,40,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Adj'), ('ngenggalang', 'Adj'), ('bangun', 'Verb'), ('ngelantas', 'Noun'), ('ia', 'Pronoun'), ('repot', 'Adj'), ('makedas-kedas', 'Verb'), ('di', 'Prep'), ('umahne', 'Noun')]"
19,41,"[('Suba', 'Verb'), ('kedas', 'Adj'), ('makejang', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Adj'), ('nuju', 'Verb'), ('pancoran', 'Noun'), ('di', 'Prep'), ('durin', 'Noun'), ('umahne', 'Noun')]"
19,42,"[('Ditu', 'Noun'), ('ia', 'Pronoun'), ('lantas', 'Adj'), ('kayeh', 'Verb'), ('sambila', 'Noun'), ('mupuh', 'Noun')]"
19,43,"[('Jangih', 'Pronoun'), ('pisan', 'Adj'), ('munyin', 'Verb'), ('pupuhne', 'Noun'), ('makada', 'Part'), ('kalangen', 'Noun'), ('atin', 'Part'), ('anake', 'Pronoun'), ('madingehang', 'Verb')]"
19,44,"[('Kadirasa', 'Noun'), ('sakancan', 'Noun'), ('isin', 'Part'), ('gumine', 'Verb'), ('bungah', 'Noun'), ('prajani', 'Part'), ('mara', 'Adj'), ('ningehang', 'Verb'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('mupuh', 'Noun')]"
19,45,"[('Suud', 'Verb'), ('kayeh', 'Verb'), ('lantas', 'Noun'), ('ia', 'Pronoun'), ('mabakti', 'Verb'), ('di', 'Prep'), ('sanggah', 'Noun'), ('kamulane', 'Noun'), ('ngastiti', 'Part'), ('Ida', 'Det'), ('Sang', 'Det'), ('Hyang', 'PropN'), ('Widhi', 'Verb'), ('Wasa', 'Noun')]"
19,46,"[('Dumadak', 'Verb'), ('Ida', 'Det'), ('mapaica', 'PropN'), ('wara', 'PropN'), ('nugraha', 'PropN'), ('majeng', 'Verb'), ('sakancan', 'Noun'), ('daging', 'Noun'), ('gumi', 'Part'), ('tur', 'Prep'), ('sami', 'Noun'), ('pada', 'Verb'), ('rahayu', 'Verb')]"
19,47,"[('Jani', 'Noun'), ('I', 'Det'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('majalan', 'Verb'), ('nuju', 'Noun'), ('alase', 'Noun'), ('ngalih', 'Verb'), ('sang', 'Det'), ('kaadep', 'Noun'), ('apang', 'Prep'), ('ada', 'Verb'), ('anggona', 'Noun'), ('meli', 'Verb'), ('baas', 'Noun')]"
19,48,"[('Repot', 'Noun'), ('padidian', 'Part'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('maspasin', 'Part'), ('saang', 'Noun'), ('di', 'Prep'), ('tengah', 'Noun'), ('alase', 'Noun')]"
19,49,"[('Suba', 'Verb'), ('mapupul', 'Verb'), ('saange', 'Noun'), ('lantas', 'Adj'), ('suuna', 'Verb'), ('nuju', 'Noun'), ('ka', 'Prep'), ('peken', 'Noun')]"
19,50,"[('Suba', 'Verb'), ('nangked', 'Verb'), ('di', 'Prep'), ('peken', 'Noun'), ('saange', 'Part'), ('lantas', 'Adj'), ('adepa', 'Verb')]"
19,51,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('maan', 'Verb'), ('ngadep', 'Verb'), ('saang', 'Noun'), ('aji', 'Prep'), ('duang', 'Num'), ('tali', 'Part'), ('rupiah', 'Noun')]"
19,52,"[('Kendel', 'Noun'), ('atine', 'Part'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('ngelah', 'Verb'), ('pipis', 'Noun'), ('jani', 'Adj'), ('ada', 'Verb'), ('anggona', 'Noun'), ('meli', 'Verb'), ('baas', 'Noun')]"
19,53,"[('Diastun', 'Noun'), ('ebedik', 'Part'), ('nah', 'Noun'), ('kanggoang', 'Part'), ('tuah', 'Adj'), ('amone', 'Verb'), ('Widhine', 'Noun'), ('mapaica', 'Noun')]"
19,54,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Adj'), ('nuju', 'Verb'), ('ka', 'Prep'), ('warung', 'Noun'), ('tongos', 'Noun'), ('ia', 'Pronoun'), ('biasa', 'Verb'), ('mabelanja', 'Noun')]"
19,55,"[('Sedek', 'Noun'), ('ia', 'Pronoun'), ('majalan', 'Verb'), ('saget', 'Noun'), ('liu', 'Adj'), ('anake', 'Pronoun'), ('uyut', 'Verb'), ('masuriak', 'Noun')]"
19,56,"[('Sengap', 'Noun'), ('paling', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('mangiwasin', 'Noun')]"
19,57,"[('Tingalina', 'Noun'), ('ada', 'Verb'), ('anak', 'Noun'), ('muani', 'Noun'), ('bajang', 'Adj'), ('kajagurin', 'Part'), ('tur', 'Prep'), ('katanjungin', 'Pronoun'), ('teken', 'Adj'), ('jelema', 'Verb'), ('rame', 'Noun')]"
19,58,"[('Kapili-pili', 'Noun'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ento', 'Pronoun'), ('malaib', 'Verb'), ('tur', 'Prep'), ('nyelamatang', 'Verb'), ('raga', 'Noun'), ('sakewala', 'Prep'), ('kagisiangin', 'Verb'), ('baan', 'Prep'), ('jelema', 'Noun'), ('gede-gede', 'Part'), ('siteng', 'Noun')]"
19,59,"[('Aduh-aduh', 'Noun'), ('kasakitan', 'Part'), ('anake', 'Pronoun'), ('muani', 'Noun'), ('ento', 'Pronoun')]"
19,60,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('kesiab', 'Part'), ('maningalin', 'Verb'), ('unduk', 'Noun'), ('buka', 'Prep'), ('keto', 'Noun')]"
19,61,"[('Ngenggalang', 'Noun'), ('ia', 'Pronoun'), ('malaib', 'Verb'), ('malasang', 'Noun')]"
19,62,"[('Mara', 'Noun'), ('ningalin', 'Part'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('teka', 'Verb'), ('mara', 'Adj'), ('suud', 'Adj'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ento', 'Prep'), ('kajagurin', 'Noun')]"
19,63,"[('Aduh', 'Noun')]"
19,64,[]
19,65,"[('dewa', 'Pronoun'), ('ratu', 'Noun'), ('Idadane', 'Part'), ('ajak', 'Det'), ('makejang', 'PropN'), ('ento', 'Prep'), ('nguda', 'Noun'), ('kanti', 'Part'), ('ada', 'Verb'), ('unduk', 'Noun'), ('buka', 'Prep'), ('kene', 'Noun'), ('Iwasin', 'Part'), ('Dadong', 'Noun'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ento', 'Pronoun'), ('kajagurin', 'Verb'), ('katendangin', 'Noun')]"
19,66,"[('Kengken', 'Noun'), ('unduke', 'Noun'), ('ene', 'Prep'), ('Matakon', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('ada', 'Verb'), ('lantas', 'Noun'), ('anak', 'Noun'), ('nyautin', 'Noun')]"
19,67,"[('Anake', 'Pronoun'), ('muani', 'Noun'), ('ento', 'Prep'), ('anak', 'Noun'), ('ngidih-ngidih', 'Part'), ('Dadong', 'Noun')]"
19,68,"[('lcang', 'Pronoun'), ('suba', 'Adj'), ('ngemaang', 'Verb'), ('seket', 'Noun'), ('rupiah', 'Part'), ('buin', 'Prep'), ('nagih', 'Adj'), ('ngidih', 'Verb'), ('nasi', 'Noun')]"
19,69,"[('Gedeg', 'Noun'), ('basang', 'Part'), ('icange', 'Pronoun'), ('jeg', 'Part'), ('kajagur', 'Verb'), ('endasne', 'Noun'), ('Bangras', 'Part'), ('pisan', 'Adj'), ('anake', 'Pronoun'), ('muani', 'Noun'), ('ento', 'Pronoun'), ('tangkahne', 'Verb'), ('menek', 'Noun'), ('tuun', 'Part'), ('angkihane', 'Noun'), ('naang', 'Part'), ('basang', 'Verb'), ('gedeg', 'Noun')]"
19,70,"[('Men', 'Part'), ('ane', 'Prep'), ('lenan', 'Verb'), ('nguda', 'Noun'), ('bareng', 'Part'), ('nyagurin', 'Prep'), ('ento', 'Pronoun'), ('kenken', 'Verb'), ('unduke', 'Noun'), ('Buin', 'Noun'), ('matakon', 'Part'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,71,"[('Icang', 'Pronoun'), ('anak', 'Noun'), ('milu-milu', 'Part'), ('dogen', 'Adj'), ('Dong', 'Verb')]"
19,72,"[('Apang', 'Noun'), ('ada', 'Verb'), ('dogen', 'Adj'), ('gae', 'Noun'), ('masaut', 'Verb'), ('muani', 'Noun'), ('buin', 'Adj'), ('besikan', 'Verb')]"
19,73,"[('Sajaan', 'Adj'), ('ento', 'Prep'), ('Dong', 'Noun')]"
19,74,"[('Eda', 'Adj'), ('baanga', 'Verb'), ('anake', 'Noun'), ('ento', 'Pronoun'), ('ngidih', 'Verb')]"
19,75,"[('Iraga', 'Pronoun'), ('dogen', 'Adj'), ('kenyel', 'Part'), ('ngalih', 'Verb'), ('gae', 'Noun'), ('ia', 'Pronoun'), ('jaan', 'Verb'), ('natakang', 'Part'), ('lima', 'Num'), ('ngidih', 'Verb'), ('masaut', 'Verb'), ('ane', 'Prep'), ('lenan', 'Noun')]"
19,76,"[('Pangriem', 'Noun'), ('krimik', 'Noun'), ('jelemane', 'Part'), ('ditu', 'Adj')]"
19,77,"[('Ada', 'Pronoun'), ('ane', 'Prep'), ('gedeg', 'Adj'), ('ada', 'Verb'), ('ane', 'Prep'), ('medalem', 'Adj'), ('tur', 'Prep'), ('ada', 'Verb'), ('ane', 'Prep'), ('tusing', 'Adj'), ('nawang', 'Verb'), ('apa', 'Pronoun')]"
19,78,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Noun'), ('maakin', 'Part'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ento', 'Pronoun'), ('mabaju', 'Verb'), ('bengil', 'Noun'), ('nenteng', 'Part'), ('pondongan', 'Noun')]"
19,79,"[('Diastun', 'Noun'), ('bengil', 'Part'), ('sakewala', 'Prep'), ('anak', 'Noun'), ('bajang', 'Adj'), ('ento', 'Pronoun'), ('marupa', 'Verb'), ('bagus', 'Noun'), ('pisan', 'Adj')]"
19,80,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Noun'), ('ngucap', 'Noun')]"
19,81,"[('Ida', 'Det'), ('dane', 'Pronoun'), ('ajak', 'Verb'), ('makejang', 'Noun')]"
19,82,"[('Iraga', 'Noun'), ('idup', 'Verb'), ('di', 'Prep'), ('gumine', 'Noun'), ('suba', 'Adj'), ('pada', 'Verb'), ('ngelah', 'Verb'), ('bekel', 'Noun'), ('idup', 'Verb')]"
19,83,"[('Ada', 'Pronoun'), ('ane', 'Prep'), ('dadi', 'Verb'), ('pedagang', 'Noun'), ('petani', 'Part'), ('anak', 'Noun'), ('tiwas', 'Adj'), ('buka', 'Prep'), ('Dadong', 'Noun'), ('keto', 'Noun'), ('masih', 'Prep'), ('anak', 'Noun'), ('ngidih-ngidih', 'Noun'), ('buka', 'Prep'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ene', 'Prep')]"
19,84,"[('Diastun', 'Noun'), ('mabinaan', 'Part'), ('pajalan', 'Noun'), ('hidupe', 'Part'), ('sakewala', 'Prep'), ('raga', 'Pronoun'), ('patut', 'Adj'), ('tetep', 'Adj'), ('asih', 'Verb'), ('kapining', 'Noun'), ('anak', 'Noun'), ('len', 'Noun')]"
19,85,"[('Ne', 'Pronoun'), ('jani', 'Adj'), ('cai', 'Pronoun'), ('tusing', 'Adj'), ('lega', 'Verb'), ('ngemaang', 'Noun'), ('ngidih', 'Verb'), ('Dadong', 'Noun'), ('ngelah', 'Verb'), ('pipis', 'Noun'), ('duang', 'Num'), ('tali', 'Noun'), ('ulian', 'Part'), ('ngadep', 'Verb'), ('saang', 'Noun'), ('ento', 'Pronoun'), ('lakar', 'Verb'), ('kabeliang', 'Verb'), ('nasi', 'Noun'), ('baang', 'Part'), ('anak', 'Noun'), ('bajange', 'Noun'), ('ento', 'Prep'), ('Men', 'PropN'), ('yening', 'Prep'), ('Dadong', 'Noun'), ('meliang', 'Part'), ('ia', 'Pronoun'), ('nasi', 'Noun'), ('Dadong', 'Noun'), ('apa', 'Pronoun'), ('lakar', 'Prep'), ('daar', 'Noun'), ('pipis', 'Noun'), ('Dadonge', 'Part'), ('suba', 'Adj'), ('telah', 'Verb'), ('matakon', 'Part'), ('I', 'Det'), ('krama', 'Noun'), ('lenan', 'Noun')]"
19,86,"[('Pipis', 'Pronoun'), ('enu', 'Verb'), ('dadi', 'Verb'), ('alih', 'Verb'), ('eda', 'Adj'), ('kanti', 'Verb'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ene', 'Prep'), ('mati', 'Noun'), ('ulian', 'Part'), ('seduk', 'Noun')]"
19,87,"[('Dadong', 'Noun'), ('suba', 'Adj'), ('tiban-tibanan', 'Verb'), ('hidup', 'Noun'), ('kuangan', 'Verb'), ('jani', 'Adj'), ('nepuk', 'Verb'), ('anak', 'Noun'), ('bajang', 'Adj'), ('tiwas', 'Adj'), ('buka', 'Prep'), ('Dadong', 'Noun'), ('apang', 'Prep'), ('tusing', 'Adj'), ('taen', 'Verb'), ('ada', 'Verb'), ('nuutin', 'Noun'), ('idup', 'Verb'), ('Dadonge', 'Noun')]"
19,88,"[('Dadong', 'Noun'), ('suba', 'Adj'), ('tua', 'Noun'), ('buin', 'Adj'), ('kejep', 'Verb'), ('dogen', 'Adj'), ('mati', 'Noun'), ('apang', 'Prep'), ('taen', 'Adj'), ('Dadong', 'Noun'), ('nulungin', 'Verb'), ('anak', 'Noun'), ('keweh', 'Part'), ('Mleger', 'Noun'), ('bengong', 'Part'), ('krama', 'Noun'), ('desane', 'Part'), ('ningehang', 'Verb'), ('tuturne', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,89,"[('Marasa', 'Noun'), ('dewek', 'Part'), ('pelih', 'Noun'), ('nyesel', 'Part'), ('tur', 'Prep'), ('tusing', 'Adj'), ('juari', 'Verb'), ('teken', 'Prep'), ('asih', 'Noun'), ('tresna', 'Part'), ('pikenoh', 'Verb'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,90,"[('Ada', 'Pronoun'), ('anake', 'Pronoun'), ('ngeling', 'Verb'), ('mapangenan', 'Noun')]"
19,91,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('lantas', 'Noun'), ('maakin', 'Part'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ento', 'Pronoun'), ('sada', 'Verb'), ('ngejuhang', 'Noun'), ('pipis', 'Noun'), ('duang', 'Num'), ('tali', 'Part'), ('rupiah', 'Noun')]"
19,92,"[('Saget', 'Part'), ('keto', 'Noun'), ('anake', 'Pronoun'), ('bajang', 'Adj'), ('ento', 'Pronoun'), ('lantas', 'Adj'), ('maucap', 'Verb')]"
19,93,"[('Dadong', 'Noun'), ('keto', 'Noun'), ('masih', 'Prep'), ('krama', 'Noun'), ('desa', 'Part'), ('ajak', 'Det'), ('makejang', 'PropN')]"
19,94,"[('Rasa', 'Noun'), ('bagia', 'Adj'), ('I', 'Det'), ('dewek', 'PropN'), ('nepukin', 'Verb'), ('anak', 'Noun'), ('ngelah', 'Verb'), ('pikenoh', 'Noun'), ('asih', 'Part'), ('trensa', 'Verb'), ('buka', 'Prep'), ('Dadong', 'Noun')]"
19,95,"[('Sujatine', 'Noun'), ('Dadong', 'Noun'), ('keto', 'Noun'), ('masih', 'Prep'), ('krama', 'Noun'), ('desa', 'Part'), ('ajak', 'Det'), ('makejang', 'PropN')]"
19,96,"[('I', 'Det'), ('dewek', 'PropN'), ('tuara', 'Adj'), ('len', 'Verb'), ('wantah', 'Part'), ('sang', 'Det'), ('natha', 'Noun'), ('ratu', 'Noun'), ('di', 'Prep'), ('Kerajaan', 'Noun'), ('Merudwipa', 'Noun')]"
19,97,"[('Idewek', 'Noun'), ('maparab', 'Part'), ('Sang', 'Det'), ('Maha', 'PropN'), ('Wirya', 'PropN'), ('Panedung', 'Verb'), ('Jagat', 'Noun')]"
19,98,"[('Ne', 'Noun'), ('keris', 'Part'), ('pasupati', 'Verb'), ('cihna', 'Noun'), ('panyenengan', 'Part'), ('I', 'Det'), ('dewek', 'PropN'), ('dadi', 'Verb'), ('natha', 'Noun'), ('ratu', 'Noun'), ('Kadi', 'Part'), ('tatit', 'Verb'), ('nglepat', 'Noun'), ('di', 'Prep'), ('langite', 'Noun'), ('macedar', 'Verb'), ('kesiab', 'Noun'), ('krama', 'Noun'), ('desane', 'Part'), ('ajak', 'Det'), ('makejang', 'PropN')]"
19,99,"[('Tan', 'Noun'), ('pawirasa', 'Part'), ('tan', 'Adj'), ('parungu', 'Verb'), ('Ida', 'Det'), ('Sang', 'Det'), ('Raja', 'PropN'), ('ngadeg', 'Verb'), ('di', 'Prep'), ('desa', 'Noun'), ('sada', 'Part'), ('mapanganggo', 'Noun'), ('bengil', 'Part'), ('tur', 'Prep'), ('ngidih-ngidih', 'Noun')]"
19,100,"[('Bah', 'Part'), ('bedeg', 'Verb'), ('krama', 'Noun'), ('desane', 'Prep'), ('makejang', 'PropN'), ('nyelempoh', 'Verb'), ('ngaturang', 'Noun'), ('sembah', 'Verb')]"
19,101,"[('Ngeling', 'Noun'), ('pasigsigan', 'Part'), ('nyesel', 'Noun'), ('dewek', 'Part'), ('itunian', 'Noun'), ('nyagurin', 'Part'), ('Sang', 'Det'), ('Raja', 'Noun')]"
19,102,"[('Nunas', 'Noun'), ('urip', 'Part'), ('nunas', 'Verb'), ('lugra', 'Part'), ('mangda', 'Prep'), ('kayun', 'Adj'), ('Sang', 'Det'), ('Natha', 'PropN'), ('Ratu', 'PropN'), ('mapaica', 'PropN'), ('kaledangan', 'Verb'), ('antuk', 'Prep'), ('pangampura', 'Noun')]"
19,103,"[('Ida', 'Det'), ('Sang', 'Det'), ('Raja', 'Noun'), ('lantas', 'Noun'), ('ngandika', 'Noun')]"
19,104,"[('Krama', 'Noun'), ('desa', 'Part'), ('panjak', 'Verb'), ('gelah', 'Noun'), ('makejang', 'PropN')]"
19,105,"[('Eda', 'Adj'), ('pesan', 'Adj'), ('malaku', 'Verb'), ('kasar', 'Noun'), ('tekening', 'Part'), ('anak', 'Noun')]"
19,106,"[('Iraga', 'Noun'), ('patut', 'Adj'), ('nincapang', 'Adj'), ('rasa', 'Verb'), ('tresna', 'Noun'), ('asah', 'Noun'), ('asih', 'Part'), ('miwah', 'Prep'), ('asuh', 'Verb'), ('di', 'Prep'), ('gumine', 'Noun')]"
19,107,"[('Buka', 'Noun'), ('I', 'Det'), ('Dadong', 'Noun'), ('sane', 'Prep'), ('mara', 'Adj'), ('nresnain', 'Part'), ('gelah', 'Noun')]"
19,108,"[('Yen', 'Prep'), ('ajak', 'PropN'), ('makejang', 'PropN'), ('malaksana', 'PropN'), ('asih', 'Verb'), ('sinah', 'Noun'), ('gumi', 'Part'), ('Merudwipane', 'Pronoun'), ('pacang', 'Verb'), ('landuh', 'Verb'), ('kerta', 'Noun'), ('raharja', 'Adj')]"
19,109,"[('Sang', 'Det'), ('Maha', 'Noun'), ('Raja', 'Part'), ('lantas', 'Adj'), ('ngucapang', 'Verb'), ('suksma', 'Noun'), ('marep', 'Part'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,110,"[('Raris', 'Noun'), ('I', 'Det'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('kaangkat', 'Part'), ('dadi', 'Verb'), ('juru', 'Noun'), ('empu', 'Noun'), ('putran', 'Part'), ('sang', 'Det'), ('Maha', 'PropN'), ('Raja', 'Verb'), ('di', 'Prep'), ('puri', 'Noun')]"
19,111,"[('Rasa', 'Pronoun'), ('tan', 'Adj'), ('kadi', 'Noun'), ('kendel', 'Part'), ('I', 'Det'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('awak', 'Noun'), ('maraga', 'Part'), ('tiwas', 'Adj'), ('jani', 'Adj'), ('kaangkat', 'Part'), ('dadi', 'Verb'), ('panyeroan', 'Noun'), ('ngiring', 'Verb'), ('putran', 'Part'), ('sang', 'Det'), ('Maha', 'PropN'), ('Raja', 'Verb'), ('di', 'Prep'), ('puri', 'Noun')]"
19,112,"[('Dadong', 'Noun'), ('Jepun', 'Noun'), ('suud', 'Verb'), ('tiwas', 'Adj'), ('idupne', 'Adj')]"
19,113,"[('Jani', 'Noun'), ('ia', 'Pronoun'), ('suba', 'Adj'), ('kapaica', 'Verb'), ('umah', 'Noun'), ('luung', 'Verb'), ('tur', 'Prep'), ('panganggo', 'Noun'), ('sarwa', 'Noun'), ('kedas', 'Adj')]"
19,114,"[('Indik', 'Noun'), ('pangupa', 'Noun'), ('diri', 'Part'), ('tusing', 'Adj'), ('lakar', 'Verb'), ('kuangan', 'Verb')]"
19,115,"[('Di', 'Prep'), ('puri', 'Noun'), ('Dadong', 'Noun'), ('Jepun', 'Noun'), ('ngayah', 'Part'), ('dadi', 'Verb'), ('juru', 'Noun'), ('empu', 'Noun'), ('putran', 'Part'), ('sang', 'Det'), ('Natha', 'Noun'), ('Ratu', 'Part'), ('sane', 'Prep'), ('kari', 'Pronoun'), ('alit', 'Adj')]"
19,116,"[('Keto', 'Noun'), ('pajalan', 'Part'), ('idup', 'Verb'), ('I', 'Det'), ('Dadong', 'Noun'), ('Jepun', 'Noun')]"
19,117,"[('Ulian', 'Noun'), ('nincapang', 'Part'), ('rasa', 'Noun'), ('asih', 'Part'), ('miwah', 'Prep'), ('tresna', 'Noun'), ('ia', 'Pronoun'), ('nemuang', 'Verb'), ('idup', 'Verb'), ('sane', 'Prep'), ('bagia', 'Adj')]"
21,0,"[('kacerita', 'Noun'), ('Raja', 'Noun'), ('Sura', 'Part'), ('madue', 'Verb'), ('putra', 'Noun'), ('kakalih', 'Part'), ('sane', 'Prep'), ('lanang', 'Noun'), ('mapesengan', 'Noun'), ('Wasudewa', 'Part'), ('miwah', 'Prep'), ('sane', 'Prep'), ('istri', 'Noun'), ('mapesengan', 'Part'), ('Dewi', 'Verb'), ('Pritha', 'Noun')]"
21,1,"[('Raja', 'Noun'), ('Sura', 'Noun'), ('puniki', 'Prep'), ('madue', 'Verb'), ('misan', 'Part'), ('sane', 'Prep'), ('mapesengan', 'Verb'), ('Raja', 'Noun'), ('Kuntibhoja', 'Part'), ('sane', 'Prep'), ('ten', 'Adj'), ('madue', 'Verb'), ('putra', 'Noun')]"
21,2,"[('Krana', 'Noun'), ('sih', 'Part'), ('Raja', 'Verb'), ('Sura', 'Noun'), ('masameton', 'Part'), ('raris', 'Prep'), ('ida', 'Pronoun'), ('ngwehin', 'Verb'), ('putrin', 'Noun'), ('idane', 'Pronoun'), ('Dewi', 'Verb'), ('Pritha', 'Noun'), ('kadadosang', 'Verb'), ('anak', 'Noun'), ('angkat', 'Noun')]"
21,3,"[('Sanget', 'Noun'), ('sayang', 'Adj'), ('pisan', 'Adj'), ('Raja', 'Verb'), ('Kunthibhoja', 'Noun'), ('ring', 'Prep'), ('putri', 'Noun'), ('angkat', 'Part'), ('idane', 'Pronoun'), ('miwah', 'Prep'), ('kaaranin', 'Verb'), ('Dewi', 'Noun'), ('Kunti', 'Noun')]"
21,4,"[('Tatkalaning', 'Noun'), ('rahina', 'Noun'), ('purnama', 'Noun'), ('kadasa', 'Part'), ('wenten', 'Verb'), ('brahmana', 'Noun'), ('sakti', 'Adj'), ('simpang', 'Verb'), ('ring', 'Prep'), ('purin', 'Noun'), ('Raja', 'Part'), ('Kuntibhoja', 'Noun')]"
21,5,"[('Kasimpangin', 'Noun'), ('brahmana', 'Part'), ('sakti', 'Adj'), ('wikan', 'Part'), ('sane', 'Prep'), ('mapesengan', 'Verb'), ('Rsi', 'Noun'), ('Durvasa', 'Noun'), ('garjita', 'Part'), ('pisan', 'Adj'), ('kayun', 'Verb'), ('Raja', 'Noun'), ('Kuntibhoja', 'Noun')]"
21,6,"[('Santun', 'Pronoun'), ('pisan', 'Adj'), ('panyambraman', 'Part'), ('sang', 'Det'), ('raja', 'Noun')]"
21,7,"[('Drika', 'Noun'), ('Dewi', 'Noun'), ('Kunti', 'Part'), ('taler', 'Prep'), ('sareng', 'Verb'), ('ngaturang', 'Noun'), ('ayah', 'Part'), ('nyanggra', 'Noun'), ('pangrauh', 'Part'), ('sang', 'Det'), ('brahmana', 'PropN'), ('sakti', 'Adj')]"
